,id,Total Users,Engagement Level,DAU/MAU,Active,Notification Level,Time Per User Level,Active User Level,Login Ratio Level,Login Level,state,join_date,staffed_beds,number_discharges,est_ED_visits,average_LOS,LWBS_rate,region,geographic_classification,hospital_type,firm_type
2483,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2484,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2485,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2486,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,medium,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2487,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2488,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2489,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2490,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2491,29387c60-ab82-4ac2-bba4-e0bda3e09ef0,4,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,230.0,11491.0,52713.0,4.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2492,29561203-ce53-451d-a130-2cb2ecbb0c45,16,Red,0.0,Inactive,very low,very low,very low,very low,very low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2493,29561203-ce53-451d-a130-2cb2ecbb0c45,16,Red,0.0,Inactive,very low,very low,very low,very low,very low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2494,29561203-ce53-451d-a130-2cb2ecbb0c45,16,Red,0.0,Inactive,very low,very low,very low,very low,very low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2495,29561203-ce53-451d-a130-2cb2ecbb0c45,17,Red,0.0,Inactive,very low,very low,very low,very low,very low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2496,29561203-ce53-451d-a130-2cb2ecbb0c45,17,Red,0.0,Inactive,very low,very low,very low,very low,very low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2497,29561203-ce53-451d-a130-2cb2ecbb0c45,17,Red,0.0,Inactive,very low,very low,very low,very low,very low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2498,29561203-ce53-451d-a130-2cb2ecbb0c45,19,Orange,0.048,Active,very low,low,very low,very low,medium,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2499,29561203-ce53-451d-a130-2cb2ecbb0c45,19,Orange,0.083,Active,very low,medium,very low,low,medium,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2500,29561203-ce53-451d-a130-2cb2ecbb0c45,19,Orange,0.129,Active,very low,high,very low,medium,low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2501,29561203-ce53-451d-a130-2cb2ecbb0c45,19,Orange,0.097,Active,very low,high,very low,low,low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2502,29561203-ce53-451d-a130-2cb2ecbb0c45,19,Orange,0.2,Active,very low,medium,very low,medium,low,ID,7/16/2018,25.0,1164.0,7625.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
2503,297c7763-38b2-4572-9493-146b953b6beb,6,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2504,297c7763-38b2-4572-9493-146b953b6beb,6,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2505,297c7763-38b2-4572-9493-146b953b6beb,6,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2506,297c7763-38b2-4572-9493-146b953b6beb,6,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2507,297c7763-38b2-4572-9493-146b953b6beb,3,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2508,297c7763-38b2-4572-9493-146b953b6beb,3,Red,0.0,Inactive,medium,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2509,297c7763-38b2-4572-9493-146b953b6beb,3,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2510,297c7763-38b2-4572-9493-146b953b6beb,3,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2511,297c7763-38b2-4572-9493-146b953b6beb,3,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2512,297c7763-38b2-4572-9493-146b953b6beb,3,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2513,297c7763-38b2-4572-9493-146b953b6beb,3,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,5/19/2017,30.0,1205.0,18308.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2514,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2515,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2516,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2517,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2518,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2519,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2520,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2521,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2522,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2523,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2524,29bd1c03-5319-439b-8bb5-2f0688049fbb,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/2/2017,216.0,8691.0,51856.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2525,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2526,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2527,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2528,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2529,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.129,Active,very low,medium,high,low,high,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2530,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2531,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2532,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2533,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2534,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2535,29cf8c0e-1b35-4da6-b633-5306abb6efc1,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,1/25/2019,20.0,168.0,614.0,4.0,0.0,West,Urban,Critical Access Hospital,Hospital
2536,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2537,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2538,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2539,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2540,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2541,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2542,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2543,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2544,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2545,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2546,2a0f4c0d-2924-46c6-b5c9-6b99b46868ea,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,5/29/2017,49.0,1350.0,14675.0,5.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
2547,2a8ddd63-f791-42a4-8af0-8c5297cdd703,4,Yellow,0.3,Active,high,medium,medium,high,low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2548,2a8ddd63-f791-42a4-8af0-8c5297cdd703,4,Yellow,0.355,Active,high,low,medium,high,very low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2549,2a8ddd63-f791-42a4-8af0-8c5297cdd703,4,Yellow,0.242,Active,high,medium,low,medium,very low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2550,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Yellow,0.276,Active,medium,high,low,medium,low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2551,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Yellow,0.226,Active,medium,high,high,medium,low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2552,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Red,0.233,Active,very low,medium,low,medium,very low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2553,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Yellow,0.355,Active,medium,high,low,medium,low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2554,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Yellow,0.067,Active,medium,medium,high,low,high,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2555,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Orange,0.016,Active,medium,very low,low,very low,high,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2556,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Orange,0.032,Active,medium,very low,low,very low,high,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2557,2a8ddd63-f791-42a4-8af0-8c5297cdd703,3,Yellow,0.2,Active,medium,low,low,medium,very low,VA,6/14/2018,300.0,11419.0,63148.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
2558,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2559,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2560,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.065,Active,very low,low,very low,very low,medium,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2561,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2562,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.059,Active,very low,very low,very low,very low,medium,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2563,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2564,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2565,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2566,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2567,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2568,2aa4d214-2965-4e6e-858f-25a8733ec73d,79,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,6/18/2017,0.0,0.0,57087.0,0.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2569,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,29,Red,0.0,Inactive,medium,very low,very low,very low,very low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2570,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,29,Red,0.032,Active,medium,very low,very low,very low,high,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2571,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,29,Red,0.0,Inactive,medium,very low,very low,very low,very low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2572,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,29,Red,0.034,Active,medium,very low,very low,very low,low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2573,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,1,Red,0.0,Inactive,medium,very low,very low,very low,very low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2574,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2575,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,1,Orange,0.032,Active,medium,low,high,very low,medium,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2576,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,1,Orange,0.0,Inactive,medium,very low,very low,very low,very low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2577,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,1,Orange,0.0,Inactive,medium,very low,very low,very low,very low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2578,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,1,Red,0.032,Active,medium,very low,high,very low,high,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2579,2af6ff7b-c401-4274-8f1f-be4ca2cdde79,1,Red,0.0,Inactive,medium,very low,very low,very low,very low,CA,2/18/2017,523.0,17856.0,69021.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
2587,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2588,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2589,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2590,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2591,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2592,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2593,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2594,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2595,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2596,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2597,2bc42d7f-1f59-42ef-bd23-f24c39ccc299,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,NH,4/8/2018,25.0,1002.0,7974.0,3.0,0.0,Northeast,Rural,Critical Access Hospital,Hospital
2598,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,11,Yellow,0.008,Active,high,very low,very low,very low,high,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2599,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,10,Yellow,0.065,Active,high,low,low,low,high,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2600,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,9,Yellow,0.032,Active,high,very low,low,very low,medium,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2601,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,8,Yellow,0.034,Active,high,very low,low,very low,medium,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2602,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,4,Yellow,0.016,Active,high,very low,low,very low,high,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2603,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,4,Red,0.056,Active,very low,low,high,low,medium,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2604,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,4,Yellow,0.043,Active,high,very low,high,low,medium,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2605,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,4,Yellow,0.033,Active,high,very low,low,very low,high,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2606,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,5,Yellow,0.043,Active,high,low,high,low,high,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2607,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,5,Yellow,0.215,Active,high,high,medium,high,very low,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2608,2c2af1f6-cfdc-11e3-8158-bb81531f9ebd,4,Yellow,0.333,Active,high,medium,medium,high,low,OR,6/1/2014,1118.0,29175.0,48955.0,6.0,0.0,West,Urban,Health System,Health System
2609,2e00683e-6856-4764-a84b-5812a5146957,0,Red,0.0,Inactive,low,very low,very low,very low,very low,WV,4/18/2017,90.0,2705.0,28660.0,3.0,0.0,Southeast,Rural,Short Term Acute Care Hospital,Hospital
